index,answer
23087,
23088,choice='A' probability=0.9
23089,choice='D' probability=0.5
23090,choice='C' probability=0.8
23091,choice='A' probability=0.8
23092,
23093,choice='A' probability=0.95
23094,choice='B' probability=0.8
23095,choice='C' probability=0.8
23096,
23097,choice='B' probability=0.8
23098,choice='B' probability=0.9
23099,choice='B' probability=0.8
23100,choice='B' probability=0.8
23101,choice='D' probability=0.95
23102,choice='C' probability=0.8
23103,choice='C' probability=0.8
23104,choice='D' probability=0.8
23105,
23106,choice='D' probability=0.8
23107,
23108,choice='B' probability=0.8
23109,choice='A' probability=0.8
23110,choice='C' probability=0.05
23111,choice='B' probability=0.8
23112,choice='C' probability=0.9
23113,
23114,choice='C' probability=0.8
23115,
23116,choice='B' probability=0.85
23117,choice='A' probability=0.8
23118,choice='C' probability=0.8
23119,
23120,choice='A' probability=0.9
23121,choice='B' probability=0.8
23122,choice='D' probability=0.8
23123,choice='A' probability=0.75
23124,choice='B' probability=0.8
23125,choice='B' probability=0.8
23126,choice='C' probability=0.75
23127,choice='A' probability=0.95
23128,
23129,choice='B' probability=0.9
23130,
23131,choice='C' probability=0.95
23132,choice='B' probability=0.85
23133,choice='D' probability=0.99
23134,
23135,
23136,choice='D' probability=0.9
23137,
23138,choice='D' probability=0.95
23139,choice='B' probability=0.9
23140,choice='A' probability=0.9
23141,choice='C' probability=0.85
23142,choice='A' probability=0.9
23143,
23144,choice='A' probability=0.99
23145,choice='B' probability=0.9
23146,choice='D' probability=0.5
23147,choice='D' probability=0.8
23148,choice='D' probability=0.75
23149,choice='D' probability=0.95
23150,choice='D' probability=0.75
23151,choice='B' probability=0.999
23152,
23153,
23154,
23155,
23156,choice='D' probability=0.8
23157,choice='C' probability=0.95
23158,
23159,choice='B' probability=0.8
23160,
23161,choice='C' probability=0.2
23162,choice='D' probability=0.95
23163,choice='D' probability=0.85
23164,choice='A' probability=0.8
23165,
23166,
23167,choice='C' probability=0.5
23168,choice='D' probability=0.95
23169,choice='B' probability=0.95
23170,choice='D' probability=0.8
23171,
23172,choice='B' probability=0.8
23173,choice='D' probability=0.75
23174,choice='D' probability=0.5
23175,choice='B' probability=0.8
23176,choice='C' probability=0.5
23177,choice='C' probability=0.7
23178,choice='D' probability=0.75
23179,choice='C' probability=0.8
23180,
23181,choice='C' probability=0.8
23182,choice='D' probability=0.75
23183,choice='C' probability=0.9
23184,choice='C' probability=0.75
23185,choice='D' probability=0.8
23186,
23187,choice='D' probability=0.9
23188,choice='C' probability=0.9
23189,choice='D' probability=0.9
23190,choice='C' probability=0.95
23191,choice='C' probability=0.8
23192,
23193,choice='C' probability=0.8
23194,choice='B' probability=0.8
23195,choice='D' probability=0.95
23196,
23197,choice='A' probability=0.9
23198,choice='B' probability=0.6
23199,choice='A' probability=0.8
23200,choice='C' probability=0.8
23201,
23202,choice='B' probability=0.5
23203,
23204,choice='C' probability=0.7
23205,
23206,choice='C' probability=0.75
23207,
23208,choice='C' probability=0.5
23209,
23210,
23211,
23212,choice='D' probability=0.9
23213,choice='D' probability=0.8
23214,choice='A' probability=0.8333
23215,choice='B' probability=0.75
23216,
23217,
23218,
23219,choice='C' probability=0.75
23220,
23221,
23222,choice='B' probability=0.8
23223,
23224,choice='C' probability=0.9
23225,choice='C' probability=0.9
23226,choice='D' probability=0.8
23227,choice='B' probability=0.95
23228,
23229,choice='A' probability=0.8
23230,choice='D' probability=0.9
23231,choice='D' probability=0.8
23232,choice='C' probability=0.8
23233,choice='A' probability=0.75
23234,choice='D' probability=0.9
23235,
23236,choice='B' probability=0.9
23237,
23238,choice='C' probability=0.9
23239,choice='C' probability=0.9
23240,choice='D' probability=0.75
23241,
23242,
23243,choice='A' probability=0.75
23244,
23245,choice='C' probability=0.9
23246,
23247,choice='D' probability=0.8
23248,
23249,choice='B' probability=0.8
23250,choice='C' probability=0.8
23251,choice='D' probability=0.9
23252,
23253,choice='B' probability=0.8
23254,
23255,choice='C' probability=0.8
23256,
23257,choice='C' probability=0.8
23258,
23259,
23260,choice='B' probability=0.75
23261,choice='C' probability=0.25
23262,choice='B' probability=0.999
23263,choice='C' probability=0.5
23264,choice='C' probability=0.85
23265,choice='C' probability=0.999
23266,choice='A' probability=0.5
23267,choice='C' probability=0.75
23268,choice='C' probability=0.9
23269,
23270,choice='A' probability=0.8
23271,choice='A' probability=0.8
23272,choice='C' probability=0.8
23273,
23274,choice='D' probability=0.8
23275,
23276,choice='D' probability=0.95
23277,choice='A' probability=0.8
23278,
23279,choice='C' probability=0.8
23280,choice='C' probability=0.9
23281,choice='A' probability=0.7
23282,choice='A' probability=0.8
23283,choice='C' probability=0.8
23284,choice='A' probability=0.8
23285,choice='A' probability=0.5
23286,choice='A' probability=0.8
23287,choice='A' probability=0.8
23288,choice='D' probability=0.5
23289,
23290,
23291,choice='C' probability=0.8
23292,
23293,choice='D' probability=0.9
23294,choice='C' probability=0.5
23295,choice='C' probability=0.8
23296,choice='B' probability=0.8
23297,choice='C' probability=0.8
23298,
23299,choice='C' probability=0.75
23300,
23301,
23302,
23303,choice='A' probability=0.6
23304,choice='B' probability=0.85
23305,choice='B' probability=0.9
23306,
23307,choice='C' probability=0.8
23308,
23309,choice='C' probability=0.85
23310,
23311,choice='A' probability=0.6
23312,
23313,choice='A' probability=0.9
23314,
23315,
23316,choice='B' probability=0.8
23317,choice='C' probability=0.2
23318,choice='B' probability=0.9
23319,choice='B' probability=0.8
23320,choice='B' probability=0.8
23321,
23322,
23323,choice='D' probability=0.8
23324,choice='C' probability=0.05
23325,
23326,choice='C' probability=0.9
23327,choice='C' probability=0.8
23328,choice='D' probability=0.95
23329,choice='B' probability=0.8
23330,choice='D' probability=0.5
23331,
23332,choice='B' probability=0.9
23333,choice='C' probability=0.8
23334,choice='C' probability=0.8
23335,choice='C' probability=0.5
23336,choice='C' probability=0.8
23337,choice='A' probability=0.05
23338,
23339,
23340,choice='D' probability=0.85
23341,choice='A' probability=0.8
23342,
23343,choice='C' probability=0.2
23344,choice='D' probability=0.6
23345,choice='B' probability=0.75
23346,choice='C' probability=0.95
23347,choice='C' probability=0.8
23348,choice='D' probability=0.9
23349,choice='C' probability=0.95
23350,choice='D' probability=0.99
23351,choice='B' probability=0.8
23352,
23353,
23354,choice='D' probability=0.95
23355,choice='B' probability=0.999
23356,choice='A' probability=0.9
23357,choice='B' probability=0.8
23358,choice='B' probability=0.9
23359,choice='A' probability=0.8
23360,choice='A' probability=0.8
23361,choice='A' probability=0.8
23362,choice='A' probability=0.8
23363,choice='B' probability=0.99
23364,choice='B' probability=0.95
23365,choice='C' probability=0.4
23366,choice='D' probability=0.9
23367,choice='C' probability=0.8
23368,choice='A' probability=0.8
23369,choice='D' probability=0.75
23370,
23371,choice='C' probability=0.8
23372,choice='C' probability=0.8
23373,choice='B' probability=0.5
23374,choice='A' probability=0.8
23375,choice='A' probability=0.5
23376,choice='D' probability=0.9
23377,choice='A' probability=0.75
23378,choice='D' probability=0.5
23379,choice='D' probability=0.9
23380,choice='C' probability=0.5
23381,choice='B' probability=0.5
23382,choice='C' probability=0.8
23383,choice='A' probability=0.5
23384,choice='C' probability=0.8
23385,choice='D' probability=0.8
23386,
23387,choice='C' probability=0.8
23388,choice='C' probability=0.9
23389,choice='A' probability=0.7
23390,choice='D' probability=0.9
23391,choice='C' probability=0.7
23392,
23393,
23394,choice='A' probability=0.8
23395,choice='C' probability=0.8
23396,choice='C' probability=0.9
23397,choice='C' probability=0.5
23398,choice='B' probability=0.8
23399,choice='C' probability=0.75
23400,choice='C' probability=0.6
23401,choice='B' probability=0.9
23402,choice='D' probability=0.8
23403,choice='B' probability=0.9
23404,
23405,choice='B' probability=0.7
23406,
23407,choice='C' probability=0.9
23408,
23409,choice='C' probability=0.5
23410,choice='A' probability=0.8
23411,choice='A' probability=0.75
23412,
23413,choice='B' probability=0.95
23414,choice='A' probability=0.8
23415,choice='D' probability=0.8
23416,choice='B' probability=0.9
23417,
23418,choice='D' probability=0.9
23419,choice='C' probability=0.9
23420,choice='B' probability=0.9
23421,
23422,
23423,choice='C' probability=0.95
23424,choice='A' probability=0.8
23425,choice='B' probability=0.5
23426,choice='B' probability=0.95
23427,choice='C' probability=0.8
23428,
23429,choice='A' probability=0.5
23430,choice='B' probability=0.8
23431,
23432,choice='C' probability=0.95
23433,
23434,choice='B' probability=0.8
23435,
23436,
23437,choice='A' probability=0.8
23438,
23439,
23440,choice='D' probability=0.75
23441,choice='C' probability=0.8
23442,
23443,choice='C' probability=0.7
23444,choice='A' probability=0.75
23445,choice='B' probability=0.05
23446,choice='C' probability=0.4
23447,choice='D' probability=0.9
23448,choice='B' probability=0.8
23449,
23450,choice='A' probability=0.8
23451,choice='B' probability=0.75
23452,choice='D' probability=0.8
23453,
23454,
23455,
23456,
23457,choice='D' probability=0.6
23458,choice='C' probability=0.9
23459,choice='A' probability=0.8
23460,choice='B' probability=0.8
23461,choice='A' probability=0.9
23462,choice='D' probability=0.8
23463,choice='B' probability=0.5
23464,choice='D' probability=0.75
23465,choice='C' probability=0.4
23466,choice='A' probability=0.999
23467,choice='D' probability=0.75
23468,choice='A' probability=0.9
23469,choice='D' probability=0.9
23470,
23471,choice='D' probability=0.8
23472,choice='D' probability=0.4
23473,choice='B' probability=0.8
23474,choice='A' probability=0.9
23475,
23476,
23477,choice='C' probability=0.9
23478,choice='D' probability=0.9
23479,choice='A' probability=0.95
23480,choice='C' probability=0.9
23481,choice='C' probability=0.99
23482,choice='C' probability=0.75
23483,choice='C' probability=0.05
23484,choice='D' probability=0.8
23485,choice='D' probability=0.999
23486,choice='B' probability=0.8
23487,
23488,choice='B' probability=0.8
23489,choice='C' probability=0.75
23490,choice='D' probability=0.8
23491,
23492,choice='D' probability=0.8
23493,choice='A' probability=0.9
23494,
23495,choice='A' probability=0.95
23496,
23497,
23498,choice='B' probability=0.8
23499,choice='D' probability=0.75
23500,choice='C' probability=0.8
23501,choice='C' probability=0.95
23502,choice='D' probability=0.95
23503,
23504,
23505,choice='C' probability=0.75
23506,choice='B' probability=0.95
23507,
23508,
23509,choice='B' probability=0.8
23510,choice='B' probability=0.9
23511,choice='C' probability=0.9
23512,choice='C' probability=0.8
23513,choice='D' probability=0.75
23514,
23515,choice='C' probability=0.7
23516,
23517,choice='C' probability=0.5
23518,
23519,choice='A' probability=0.75
23520,choice='B' probability=0.9
23521,choice='A' probability=0.8
23522,choice='D' probability=0.8
23523,choice='A' probability=0.5
23524,
23525,
23526,
23527,choice='D' probability=0.8
23528,choice='C' probability=0.75
23529,choice='B' probability=0.9
23530,choice='B' probability=0.8
23531,choice='C' probability=0.8
23532,choice='C' probability=0.9
23533,choice='B' probability=0.8
23534,choice='B' probability=0.9
23535,
23536,choice='D' probability=0.9
23537,choice='D' probability=0.5
23538,choice='D' probability=0.5
23539,choice='D' probability=0.75
23540,
23541,choice='C' probability=0.9
23542,choice='D' probability=0.5
23543,
23544,choice='C' probability=0.75
23545,
23546,choice='C' probability=0.8
23547,choice='B' probability=0.8
23548,choice='C' probability=0.5
23549,choice='B' probability=0.8
23550,choice='B' probability=0.8
23551,
23552,choice='C' probability=0.8
23553,
23554,
23555,choice='D' probability=0.9
23556,choice='C' probability=0.9
23557,choice='C' probability=0.75
23558,
23559,
23560,
23561,choice='A' probability=0.7
23562,
23563,choice='C' probability=0.95
23564,choice='B' probability=0.33
23565,
23566,
23567,choice='D' probability=0.8
23568,choice='C' probability=0.75
23569,choice='A' probability=0.8
23570,choice='B' probability=0.75
23571,choice='A' probability=0.95
23572,
23573,choice='B' probability=0.95
23574,choice='C' probability=0.9
23575,choice='B' probability=0.8
23576,choice='A' probability=0.33
23577,choice='C' probability=0.9
23578,
23579,choice='A' probability=0.5
23580,choice='D' probability=0.8
23581,choice='C' probability=0.5
23582,choice='C' probability=0.8
23583,choice='D' probability=0.9
23584,choice='B' probability=0.9
23585,choice='D' probability=0.9
23586,choice='D' probability=0.9
23587,
23588,choice='B' probability=0.95
23589,choice='B' probability=0.8
23590,
23591,
23592,
23593,choice='D' probability=0.8
23594,choice='B' probability=0.5
23595,choice='A' probability=0.5
23596,choice='D' probability=0.75
23597,choice='B' probability=0.4
23598,choice='A' probability=0.8
23599,choice='D' probability=0.8
23600,choice='B' probability=0.75
23601,
23602,choice='B' probability=0.8
23603,
23604,choice='D' probability=0.5
23605,choice='A' probability=0.8
23606,choice='D' probability=0.5
23607,
23608,choice='A' probability=0.8
23609,
23610,
23611,
23612,choice='A' probability=0.9
23613,choice='B' probability=0.2
23614,choice='D' probability=0.9
23615,choice='C' probability=0.85
23616,choice='D' probability=0.9
23617,choice='A' probability=0.85
23618,choice='C' probability=0.5
23619,choice='C' probability=0.8
23620,
23621,choice='D' probability=0.9
23622,
23623,
23624,
23625,choice='A' probability=0.8
23626,
23627,choice='C' probability=0.8
23628,choice='C' probability=0.8
23629,choice='D' probability=0.8
23630,choice='B' probability=0.9
23631,choice='C' probability=0.9
23632,choice='D' probability=0.95
23633,choice='C' probability=0.9
23634,
23635,
23636,choice='C' probability=0.75
23637,choice='C' probability=0.7
23638,
23639,choice='C' probability=0.8
23640,
23641,choice='A' probability=0.8
23642,choice='B' probability=0.8
23643,choice='D' probability=0.8
23644,choice='D' probability=0.9
23645,choice='C' probability=0.5
23646,
23647,choice='A' probability=0.6
23648,choice='D' probability=0.95
23649,choice='B' probability=0.9
23650,
23651,
23652,choice='D' probability=0.5
23653,choice='C' probability=0.4
23654,choice='C' probability=0.9
23655,choice='B' probability=0.7
23656,choice='D' probability=0.8
23657,choice='B' probability=0.8
23658,
23659,
23660,
23661,choice='A' probability=0.4
23662,
23663,choice='C' probability=0.2
23664,choice='A' probability=0.6
23665,
23666,choice='D' probability=0.8
23667,choice='B' probability=0.8
23668,choice='C' probability=0.75
23669,
23670,choice='D' probability=0.9
23671,choice='C' probability=0.5
23672,
23673,choice='A' probability=0.8
23674,choice='B' probability=0.8
23675,choice='B' probability=0.5
23676,
23677,choice='C' probability=0.9
23678,
23679,choice='B' probability=0.8
23680,
23681,choice='C' probability=0.8
23682,choice='D' probability=0.9
23683,choice='D' probability=0.8
23684,
23685,choice='C' probability=0.9
23686,choice='C' probability=0.8
23687,choice='C' probability=0.5
23688,choice='B' probability=0.8
23689,choice='A' probability=0.8
23690,choice='C' probability=0.9
23691,choice='C' probability=0.85
23692,choice='C' probability=0.8
23693,choice='B' probability=0.8
23694,
23695,choice='B' probability=0.9
23696,choice='B' probability=0.8
23697,choice='B' probability=0.7
23698,choice='C' probability=0.8
23699,choice='B' probability=0.5
23700,choice='A' probability=0.75
23701,
23702,
23703,choice='D' probability=0.9
23704,
23705,choice='B' probability=0.75
23706,choice='A' probability=0.8
23707,choice='C' probability=0.9
23708,choice='C' probability=0.85
23709,choice='D' probability=0.9
23710,
23711,choice='C' probability=0.8
23712,choice='D' probability=0.8
23713,choice='C' probability=0.9
23714,
23715,choice='D' probability=0.9
23716,choice='A' probability=0.8
23717,choice='B' probability=0.9
23718,choice='D' probability=0.8
23719,
23720,choice='C' probability=0.5
23721,choice='B' probability=0.8
23722,choice='B' probability=0.9
23723,choice='B' probability=0.9
23724,choice='B' probability=0.8
23725,choice='B' probability=0.9
23726,choice='A' probability=0.75
23727,choice='C' probability=0.85
23728,choice='C' probability=0.8
23729,
23730,choice='B' probability=0.8
23731,choice='D' probability=0.95
23732,choice='A' probability=0.8
23733,choice='B' probability=0.9
23734,choice='A' probability=0.8
23735,choice='D' probability=0.8
23736,choice='D' probability=0.999
23737,choice='B' probability=0.8
23738,
23739,choice='C' probability=0.8
23740,choice='A' probability=0.9
23741,choice='A' probability=0.7
23742,choice='B' probability=0.8
23743,choice='B' probability=0.95
23744,choice='A' probability=0.2
23745,
23746,choice='B' probability=0.7
23747,choice='A' probability=0.25
23748,choice='A' probability=0.8
23749,choice='C' probability=0.8
23750,choice='A' probability=0.95
23751,choice='B' probability=0.9
23752,choice='C' probability=0.25
23753,
23754,choice='D' probability=0.5
23755,choice='C' probability=0.999
23756,choice='B' probability=0.8
23757,choice='C' probability=0.8
23758,choice='C' probability=0.8
23759,choice='D' probability=0.9
23760,
23761,choice='A' probability=0.95
23762,choice='B' probability=0.4
23763,
23764,choice='B' probability=0.8
23765,choice='D' probability=0.9
23766,choice='D' probability=0.9
23767,choice='D' probability=0.8
23768,choice='C' probability=0.9
23769,
23770,
23771,choice='C' probability=0.9
23772,choice='C' probability=0.9
23773,
23774,choice='C' probability=0.95
23775,choice='D' probability=0.95
23776,choice='A' probability=0.8
23777,
23778,choice='A' probability=0.999
23779,
23780,choice='D' probability=0.9
23781,
23782,choice='D' probability=0.5
23783,choice='D' probability=0.8
23784,
23785,choice='D' probability=0.9
23786,choice='D' probability=0.8
23787,choice='C' probability=0.5
23788,
23789,choice='C' probability=0.75
23790,choice='A' probability=0.8
23791,choice='B' probability=0.95
23792,choice='C' probability=0.6
23793,choice='B' probability=0.9
23794,
23795,choice='B' probability=0.75
23796,
23797,
23798,choice='B' probability=0.8
23799,choice='D' probability=0.4
23800,choice='C' probability=0.75
23801,choice='C' probability=0.9
23802,choice='C' probability=0.75
23803,choice='C' probability=0.75
23804,choice='D' probability=0.8
23805,
23806,choice='D' probability=0.75
23807,choice='B' probability=0.8
23808,choice='A' probability=0.8
23809,choice='C' probability=0.9
23810,choice='C' probability=0.8
23811,
23812,
23813,choice='C' probability=0.8
23814,
23815,choice='B' probability=0.9
23816,
23817,choice='D' probability=0.8
23818,
23819,choice='C' probability=0.8
23820,choice='C' probability=0.5
23821,choice='C' probability=0.5
23822,choice='C' probability=0.5
23823,choice='A' probability=0.95
23824,choice='C' probability=0.75
23825,choice='A' probability=0.4
23826,choice='A' probability=0.8
23827,choice='B' probability=0.6
23828,choice='A' probability=0.8
23829,choice='D' probability=0.8
23830,
23831,choice='A' probability=0.8
23832,
23833,choice='B' probability=0.8
23834,choice='A' probability=0.8
23835,choice='D' probability=0.8
23836,choice='B' probability=0.8
23837,
23838,
23839,choice='C' probability=0.2
23840,choice='D' probability=0.9
23841,choice='C' probability=0.99
23842,choice='D' probability=0.9
23843,choice='B' probability=0.9
23844,choice='B' probability=0.5
23845,choice='C' probability=0.8
23846,choice='B' probability=0.75
23847,
23848,choice='C' probability=0.9
23849,choice='C' probability=0.3
23850,choice='D' probability=0.75
23851,choice='B' probability=0.9
23852,choice='D' probability=0.8
23853,
23854,choice='C' probability=0.8
23855,
23856,
23857,choice='C' probability=0.8
23858,choice='B' probability=0.9
23859,
23860,choice='C' probability=0.4
23861,
23862,choice='A' probability=0.8
23863,choice='C' probability=0.8
23864,choice='C' probability=0.75
23865,choice='B' probability=0.8
23866,choice='C' probability=0.75
23867,choice='D' probability=0.999
23868,
23869,choice='D' probability=0.95
23870,choice='C' probability=0.75
23871,choice='D' probability=0.9
23872,
23873,
23874,choice='C' probability=0.95
23875,
23876,choice='B' probability=0.8
23877,choice='C' probability=0.9
23878,choice='C' probability=0.9
23879,choice='C' probability=0.8
23880,choice='C' probability=0.8
23881,
23882,choice='B' probability=0.9
23883,choice='D' probability=0.9
23884,
23885,
23886,choice='D' probability=0.8
23887,choice='D' probability=0.8
23888,
23889,choice='B' probability=0.9
23890,choice='C' probability=0.99
23891,choice='D' probability=0.99
23892,choice='D' probability=0.5
23893,choice='B' probability=0.8
23894,choice='B' probability=0.9
23895,
23896,
23897,choice='B' probability=0.8
23898,
23899,
23900,
23901,choice='D' probability=0.65
23902,choice='D' probability=0.01
23903,
23904,
23905,
23906,
23907,choice='B' probability=0.8
23908,choice='D' probability=0.8
23909,
23910,
23911,
23912,
23913,
23914,choice='C' probability=0.8
23915,choice='D' probability=0.8
23916,
23917,choice='A' probability=0.5
23918,choice='C' probability=0.9
23919,choice='D' probability=0.5
23920,choice='C' probability=0.5
23921,choice='C' probability=0.5
23922,choice='C' probability=0.8
23923,choice='D' probability=0.8
23924,choice='C' probability=0.9
23925,
23926,
23927,choice='A' probability=0.7
23928,choice='B' probability=0.9
23929,choice='B' probability=0.33
23930,
23931,choice='C' probability=0.8
23932,choice='C' probability=0.5
23933,choice='A' probability=0.8
23934,
23935,
23936,
23937,choice='C' probability=0.95
23938,choice='B' probability=0.75
23939,
23940,choice='C' probability=0.5
23941,choice='D' probability=0.9
23942,choice='A' probability=0.5
23943,
23944,choice='C' probability=0.8
23945,
23946,
23947,choice='C' probability=0.8
23948,
23949,
23950,choice='C' probability=0.95
23951,
23952,choice='C' probability=0.8
23953,choice='C' probability=0.9
23954,choice='C' probability=0.9
23955,choice='C' probability=0.9
23956,choice='C' probability=0.9
23957,choice='C' probability=0.9
23958,
23959,choice='B' probability=0.8
23960,choice='B' probability=0.95
23961,choice='C' probability=0.8
23962,
23963,
23964,choice='C' probability=0.8
23965,
23966,choice='D' probability=0.9
23967,
23968,
23969,choice='D' probability=0.8
23970,choice='C' probability=0.75
23971,choice='C' probability=0.9
23972,choice='B' probability=0.9
23973,choice='B' probability=0.8
23974,choice='C' probability=0.95
23975,choice='D' probability=0.9
23976,choice='D' probability=0.8
23977,choice='C' probability=0.5
23978,choice='C' probability=0.75
23979,choice='C' probability=0.8
23980,choice='B' probability=0.5
23981,
23982,
23983,choice='C' probability=0.9
23984,choice='C' probability=0.9
23985,choice='A' probability=0.75
23986,
23987,choice='A' probability=0.5
23988,choice='D' probability=0.8
23989,
23990,choice='B' probability=0.9
23991,choice='C' probability=0.99
23992,choice='C' probability=0.95
23993,
23994,choice='C' probability=0.95
23995,
23996,choice='C' probability=0.5
23997,
23998,choice='B' probability=0.8
23999,
24000,
24001,
24002,
24003,
24004,choice='B' probability=0.9
24005,
24006,choice='B' probability=0.9
24007,choice='D' probability=0.95
24008,
24009,
24010,
24011,
24012,
24013,
24014,choice='C' probability=0.8
24015,choice='C' probability=0.95
24016,choice='D' probability=0.75
24017,choice='B' probability=0.8
24018,choice='B' probability=0.5
24019,
24020,choice='A' probability=0.9
24021,
24022,choice='D' probability=0.9
24023,choice='B' probability=0.5
24024,choice='D' probability=0.8
24025,choice='B' probability=0.9
24026,choice='D' probability=0.95
24027,choice='C' probability=0.7
24028,choice='C' probability=0.8
24029,choice='C' probability=0.8
24030,choice='C' probability=0.95
24031,choice='C' probability=0.5
24032,
24033,
24034,choice='B' probability=0.9
24035,choice='C' probability=0.9
24036,
24037,choice='B' probability=0.9
24038,choice='B' probability=0.95
24039,choice='C' probability=0.25
24040,
24041,
24042,choice='B' probability=0.9
24043,choice='C' probability=0.75
24044,choice='B' probability=0.9
24045,
24046,choice='B' probability=0.75
24047,choice='D' probability=0.99
24048,choice='B' probability=0.8
24049,choice='C' probability=0.8
24050,choice='A' probability=0.9
24051,choice='B' probability=0.75
24052,choice='C' probability=0.8
24053,
24054,choice='A' probability=0.8
24055,choice='A' probability=0.9
24056,choice='C' probability=0.5
24057,choice='C' probability=0.5
24058,choice='C' probability=0.8
24059,choice='A' probability=0.5
24060,choice='D' probability=0.5
24061,choice='D' probability=0.9
24062,choice='B' probability=0.9
24063,
24064,choice='D' probability=0.8
24065,choice='B' probability=0.8
24066,choice='C' probability=0.8
24067,choice='D' probability=0.9
24068,choice='D' probability=0.8
24069,
24070,
24071,
24072,choice='C' probability=0.7
24073,choice='A' probability=0.7
24074,
24075,choice='A' probability=0.4
24076,
24077,
24078,
24079,choice='A' probability=0.7
24080,
24081,
24082,
24083,
24084,
24085,
24086,choice='A' probability=0.8
24087,choice='B' probability=0.9
24088,choice='B' probability=0.8
24089,choice='A' probability=0.8
24090,
24091,choice='C' probability=0.4
24092,
24093,
24094,choice='C' probability=0.8
24095,
24096,
24097,choice='D' probability=0.5
24098,
24099,
24100,
24101,choice='D' probability=0.9
24102,choice='A' probability=0.8
24103,
24104,
24105,choice='C' probability=0.8
24106,
24107,
24108,
24109,
24110,
24111,choice='A' probability=0.5
24112,choice='C' probability=0.4
24113,
24114,choice='A' probability=0.5
24115,choice='C' probability=0.9
24116,choice='B' probability=0.8
24117,
24118,
24119,choice='C' probability=0.9
24120,
24121,
24122,choice='C' probability=0.9
24123,choice='C' probability=0.9
24124,
24125,choice='A' probability=0.75
24126,choice='C' probability=0.9
24127,
24128,choice='A' probability=0.8
24129,
24130,
24131,choice='C' probability=0.8
24132,choice='C' probability=0.9
24133,choice='B' probability=0.7
24134,choice='D' probability=0.99
24135,
24136,
24137,choice='A' probability=0.9
24138,choice='D' probability=0.9
24139,choice='B' probability=0.95
24140,choice='B' probability=0.9
24141,choice='C' probability=0.8
24142,
24143,
24144,choice='C' probability=0.9
24145,
24146,
24147,choice='C' probability=0.9
24148,
24149,choice='C' probability=0.9
24150,choice='D' probability=0.8
24151,
24152,choice='D' probability=0.8
24153,choice='D' probability=0.25
24154,
24155,
24156,choice='B' probability=0.8
24157,choice='D' probability=0.9
24158,choice='B' probability=0.75
24159,
24160,choice='D' probability=0.9
24161,choice='C' probability=0.75
24162,choice='C' probability=0.9
24163,choice='B' probability=0.75
24164,choice='D' probability=0.9
24165,choice='C' probability=0.8
24166,
24167,
24168,choice='B' probability=0.9
24169,
24170,choice='C' probability=0.4
24171,choice='B' probability=0.9
24172,
24173,choice='A' probability=0.8
24174,choice='C' probability=0.9
24175,
24176,
24177,choice='B' probability=0.95
24178,choice='B' probability=0.9
24179,choice='C' probability=0.95
24180,
24181,choice='D' probability=0.95
24182,
24183,choice='B' probability=0.95
24184,choice='A' probability=0.5
24185,choice='A' probability=0.85
24186,choice='D' probability=0.9
24187,choice='B' probability=0.8
24188,choice='C' probability=0.9
24189,choice='A' probability=0.8
24190,
24191,choice='D' probability=0.99
24192,
24193,
24194,
24195,choice='C' probability=0.8
24196,choice='B' probability=0.95
24197,choice='B' probability=0.85
24198,choice='C' probability=0.8
24199,
24200,choice='C' probability=0.9
24201,choice='B' probability=0.85
24202,
24203,choice='B' probability=0.9
24204,choice='A' probability=0.85
24205,choice='A' probability=0.85
24206,choice='D' probability=0.9
24207,
24208,choice='B' probability=0.8
24209,choice='D' probability=0.95
24210,choice='D' probability=0.7
24211,choice='A' probability=0.95
24212,choice='C' probability=0.9
24213,choice='D' probability=0.75
24214,
24215,choice='C' probability=0.75
24216,
24217,
24218,choice='C' probability=0.8
24219,
24220,choice='D' probability=0.8
24221,choice='D' probability=0.85
24222,choice='C' probability=0.75
24223,choice='C' probability=0.9
24224,choice='B' probability=0.8
24225,choice='D' probability=0.8
24226,choice='C' probability=0.8
24227,choice='B' probability=0.75
24228,choice='B' probability=0.8
24229,choice='B' probability=0.9
24230,choice='B' probability=0.75
24231,
24232,
24233,
24234,choice='B' probability=0.95
24235,
24236,
24237,
24238,
24239,
24240,choice='C' probability=0.95
24241,choice='D' probability=0.85
24242,
24243,choice='C' probability=0.75
24244,
24245,choice='D' probability=0.9
24246,choice='B' probability=0.5
24247,choice='B' probability=0.95
24248,choice='A' probability=0.8
24249,
24250,choice='C' probability=0.8
24251,choice='C' probability=0.8
24252,choice='D' probability=0.9
24253,choice='D' probability=0.9
24254,choice='C' probability=0.8
24255,choice='D' probability=0.9
24256,choice='D' probability=0.8
24257,
24258,
24259,choice='C' probability=0.6
24260,
24261,
24262,choice='B' probability=0.8
24263,choice='C' probability=0.8
24264,
24265,choice='A' probability=0.8
24266,
24267,choice='D' probability=0.8
24268,choice='A' probability=0.9
24269,choice='D' probability=0.8
24270,choice='D' probability=0.9
24271,choice='A' probability=0.8
24272,choice='D' probability=0.9
24273,choice='C' probability=0.8
24274,
24275,
24276,
24277,choice='C' probability=0.9
24278,choice='C' probability=0.8
24279,
24280,choice='C' probability=0.8
24281,
24282,choice='B' probability=0.85
24283,
24284,choice='D' probability=0.8
24285,choice='C' probability=0.95
24286,
24287,choice='D' probability=0.95
24288,choice='C' probability=0.9
24289,choice='D' probability=0.9
24290,choice='B' probability=0.9
24291,choice='B' probability=0.8
